Name,Height:,Weight:,Reach:,Age,SLpM:,Str. Acc.:,SApM:,Str. Def:,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:,Win Percentage,Total Fights
casey kenney,5.58,135,68,28,3.48,0.41,2.95,0.52,1.75,0.5,0.54,0.8,0.87,15
will kerr,5.83,155,69,37,1.91,0.42,6.22,0.33,0.0,0.0,0.0,14.3,0.75,12
rustam khabilov,5.67,155,73,32,2.1,0.34,2.2,0.66,3.94,0.42,0.61,0.1,0.85,27
sergey khandozhko,6.08,170,74,27,4.0,0.4,2.6,0.61,1.0,0.16,0.6,0.0,0.82,33
alfred khashakyan,5.67,135,70,31,6.14,0.42,6.38,0.4,3.54,0.25,0.0,0.0,0.73,11
pannie kianzad,5.58,135,66,27,2.34,0.42,3.29,0.57,0.68,0.25,1.0,0.7,0.71,17
katsunori kikuno,5.67,145,66,37,2.64,0.4,2.47,0.61,1.88,0.75,0.76,0.8,0.7,33
jacob kilburn,5.75,145,71,24,1.33,0.57,4.97,0.25,0.0,0.0,0.0,0.0,0.86,7
dong hyun kim,6.17,170,76,37,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,0.81,27
ji yeon kim,5.58,125,72,30,4.49,0.33,4.74,0.59,0.0,0.0,0.4,0.0,0.69,13
jeremy kimball,6.0,205,72,28,2.81,0.46,3.84,0.49,1.41,0.2,0.5,0.0,0.65,23
rob kimmons,5.83,185,73,38,1.86,0.48,4.79,0.38,2.08,0.46,0.25,2.4,0.75,32
dustin kimura,5.58,135,71,30,1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2,0.8,15
mike king,6.25,185,75,36,4.44,0.58,1.29,0.72,1.75,0.25,0.4,3.5,0.83,6
kyle kingsbury,6.33,205,76,37,2.97,0.4,3.81,0.51,2.64,0.41,0.52,0.0,0.65,17
kamuela kirk,5.83,145,75,25,5.31,0.57,12.25,0.21,2.89,0.4,1.0,0.0,0.82,11
justine kish,5.42,125,64,31,4.32,0.5,4.18,0.58,1.0,0.3,0.55,0.2,0.75,8
drakkar klose,5.75,155,70,31,3.98,0.52,3.74,0.54,1.67,0.3,0.68,0.0,0.85,13
jason knight,5.83,145,71,27,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7,0.77,26
erik koch,5.83,170,71,31,2.33,0.42,2.82,0.47,1.02,0.42,0.81,1.0,0.73,22
syuri kondo,5.33,115,66,30,5.4,0.44,7.22,0.58,0.0,0.0,0.83,0.3,0.67,9
cheick kongo,6.33,240,82,44,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,0.72,40
josh koscheck,5.83,170,73,41,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,0.66,29
naoyuki kotani,5.67,155,66,37,1.02,0.31,2.89,0.5,0.83,0.16,0.46,0.8,0.62,53
karolina kowalkiewicz,5.25,115,64,34,5.57,0.39,5.58,0.57,0.11,0.14,0.83,0.0,0.72,18
derrick krantz,5.83,170,72,31,2.07,0.37,4.03,0.5,3.18,0.5,0.0,0.8,0.67,36
james krause,6.17,170,73,33,4.57,0.46,4.15,0.61,1.18,0.18,0.46,0.7,0.76,33
pascal krauss,6.08,170,72,32,5.45,0.47,3.88,0.59,1.53,0.5,0.6,0.9,0.85,13
nikita krylov,6.25,205,77,27,4.86,0.57,2.45,0.44,1.06,0.38,0.52,1.9,0.79,33
michael kuiper,6.0,185,73,30,3.28,0.54,3.62,0.54,2.3,0.55,0.79,0.0,0.8,15
anton kuivanen,5.67,155,72,35,2.27,0.38,1.63,0.67,1.2,1.0,0.71,0.4,0.74,23
aleksei kunchenko,5.67,170,70,35,3.62,0.42,2.4,0.65,0.33,0.33,0.86,0.0,0.95,21
kiichi kunimoto,5.83,170,71,38,1.87,0.44,3.92,0.41,1.59,0.2,0.28,0.3,0.67,27
yana kunitskaya,5.5,135,68,29,5.24,0.5,4.01,0.5,3.14,0.53,0.0,0.5,0.75,16
leo kuntz,5.83,155,74,36,1.68,0.32,3.8,0.45,1.99,0.25,0.33,0.7,0.81,21
mike kyle,6.33,205,77,39,4.5,0.51,2.76,0.54,1.55,0.62,0.5,0.9,0.66,29
aspen ladd,5.5,135,66,24,5.52,0.55,4.99,0.47,2.29,0.8,0.66,1.7,0.89,9
ryan laflare,6.08,170,74,36,2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2,0.82,17
noad lahat,5.75,145,69,35,2.79,0.46,1.47,0.63,2.37,0.26,0.16,2.4,0.82,11
tina lahdemaki,5.17,115,62,31,1.93,0.2,4.67,0.57,0.0,0.0,0.16,0.0,0.83,6
sean lally,6.0,170,74,28,5.34,0.39,7.23,0.3,0.0,0.0,0.0,0.0,0.8,10
ricardo lamas,5.67,145,71,37,2.88,0.45,2.66,0.59,1.63,0.32,0.47,1.0,0.7,27
jason lambert,6.25,185,75,44,3.21,0.58,1.84,0.5,1.35,0.36,0.28,2.4,0.68,37
austen lane,6.5,245,80,31,5.26,0.35,6.32,0.6,0.0,0.0,0.0,0.0,0.8,5
lina lansberg,5.58,135,65,37,3.21,0.57,3.9,0.45,0.83,0.33,0.52,0.2,0.71,14
taylor lapilus,5.5,135,73,27,3.77,0.45,2.0,0.61,0.58,0.4,0.81,0.6,0.85,13
chad laprise,5.83,170,71,33,4.78,0.42,3.59,0.65,1.05,0.54,0.78,0.0,0.78,18
anthony lapsley,5.75,170,71,39,0.53,0.34,0.58,0.66,0.0,0.0,0.2,0.0,0.78,32
lorenz larkin,5.92,170,72,33,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,0.78,23
jeremy larsen,5.83,145,70,35,4.87,0.48,5.75,0.57,2.49,0.33,0.0,0.0,0.62,13
brock larson,5.92,170,71,42,1.39,0.46,1.5,0.55,2.67,0.34,0.43,2.0,0.85,39
bobby lashley,6.25,255,78,43,3.1,0.63,0.76,0.63,11.47,0.7,0.0,0.0,0.88,8
ilir latifi,5.83,205,73,36,2.29,0.4,3.09,0.55,1.85,0.3,1.0,0.5,0.68,22
jenel lausa,5.42,125,68,31,1.44,0.42,3.53,0.53,0.55,0.66,0.51,0.8,0.58,12
joe lauzon,5.83,155,71,35,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0,0.64,44
muhammed lawal,6.0,205,78,38,3.79,0.52,1.61,0.66,5.96,0.75,0.87,0.0,0.9,10
robbie lawler,5.92,170,74,37,3.57,0.45,4.16,0.6,0.71,0.66,0.65,0.0,0.67,42
tom lawlor,6.0,205,74,36,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,0.62,16
justin lawrence,5.67,145,67,29,3.84,0.35,2.83,0.67,0.72,0.28,0.73,0.0,0.71,7
lance lawrence,6.08,145,74,26,5.87,0.5,9.8,0.24,1.0,1.0,0.5,0.0,0.83,6
valmir lazaro,6.0,155,73,34,4.87,0.37,4.09,0.61,1.33,0.4,0.96,0.0,0.76,17
cung le,5.75,185,69,47,4.36,0.48,2.98,0.66,1.37,0.71,0.88,0.3,0.75,12
thanh le,5.75,145,74,34,1.97,0.4,1.82,0.7,0.0,0.0,1.0,0.0,0.86,7
chris leben,5.92,185,74,39,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,0.67,33
mickael lebout,5.92,155,73,32,2.6,0.34,2.98,0.54,0.0,0.0,0.6,0.0,0.7,20
justin ledet,6.33,205,80,31,3.45,0.41,4.46,0.48,0.32,0.5,0.4,0.3,0.82,11
vaughan lee,5.5,125,66,37,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0,0.54,26
kevin lee,5.75,170,77,27,3.84,0.42,3.18,0.51,3.27,0.42,0.73,0.9,0.77,22
rocky lee,5.75,145,68,32,2.47,0.51,5.33,0.44,1.0,0.1,0.33,0.0,0.6,5
andrea lee,5.5,125,69,30,5.02,0.53,3.42,0.67,1.75,0.46,0.62,0.5,0.79,14
cheyden leialoha,5.67,135,73,25,1.87,0.28,3.2,0.53,2.0,0.33,0.71,0.0,1.0,6
thales leites,6.08,185,78,38,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,0.76,37
amanda lemos,5.33,135,65,32,8.63,0.64,12.81,0.47,1.9,1.0,0.0,0.0,0.75,8
giacomo lemos,6.25,247,75,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6
jesse lennox,5.75,170,72,37,2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3,0.83,18
nik lentz,5.67,155,68,35,3.47,0.5,3.09,0.49,3.59,0.34,0.44,1.3,0.71,42
brock lesnar,6.25,265,81,42,3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5,0.62,8
valerie letourneau,5.58,115,68,36,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3,0.57,14
leah letson,5.58,145,71,27,4.87,0.4,3.8,0.63,0.0,0.0,1.0,0.0,0.71,7
marcus levesseur,5.75,155,70,37,2.55,0.64,3.7,0.37,3.89,0.36,0.83,0.6,0.76,29
derrick lewis,6.25,260,79,34,2.69,0.5,2.38,0.44,0.47,0.23,0.53,0.0,0.75,28
bevon lewis,6.25,185,79,28,4.71,0.45,2.79,0.58,0.0,0.0,1.0,0.0,0.75,8
jingliang li,6.0,170,71,31,4.9,0.43,3.55,0.61,1.24,0.36,0.63,0.0,0.77,22
chuck liddell,6.17,205,76,49,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,0.72,29
hyun gyu lim,6.25,170,77,34,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2,0.62,21
juliana lima,5.42,115,65,37,1.94,0.44,2.11,0.55,1.72,0.31,0.7,0.0,0.64,14
dhiego lima,6.17,170,75,30,2.84,0.4,2.96,0.62,1.66,0.44,0.66,0.8,0.71,24
matt lindland,6.0,185,74,49,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,0.71,31
jake lindsey,5.92,155,71,33,3.44,0.52,4.01,0.46,0.65,0.33,0.5,0.0,0.75,12
john lineker,5.25,135,67,29,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,0.78,40
ariane lipski,5.25,125,67,25,4.03,0.28,6.43,0.49,0.5,1.0,0.4,0.0,0.69,16
dean lister,6.08,185,75,43,1.26,0.35,1.89,0.61,1.58,0.15,0.5,1.1,0.61,18
abner lloveras,5.92,155,71,37,6.27,0.49,6.87,0.43,2.0,0.2,0.0,0.0,0.68,28
artem lobov,5.75,145,65,33,3.52,0.41,4.82,0.5,0.39,0.25,0.52,0.0,0.47,30
dylan lockard,5.75,145,72,27,1.31,0.53,3.31,0.52,2.31,0.4,0.28,1.2,0.86,7
christian lohsen,6.17,155,77,24,5.27,0.49,6.93,0.44,0.0,0.0,0.0,2.0,0.88,8
david loiseau,6.0,185,76,39,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1,0.67,30
hector lombard,5.75,185,71,41,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5,0.76,45
michael lombardo,6.0,185,72,29,1.6,0.58,4.53,0.32,1.0,0.1,0.6,0.0,0.89,9
loma lookboonmee,5.08,115,61,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,4
dileno lopes,5.42,135,65,35,2.37,0.36,3.33,0.53,2.5,0.31,1.0,1.5,0.86,22
matthew lopez,5.58,135,69,32,3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3,0.71,14
benito lopez,5.83,135,73,25,4.49,0.44,4.8,0.58,0.0,0.0,0.78,0.3,0.91,11
brendan loughnane,5.83,145,70,29,6.23,0.63,6.7,0.53,1.5,0.3,0.92,0.0,0.8,20
joe lowry,5.83,155,72,29,5.93,0.42,11.86,0.38,0.0,0.0,0.0,0.0,0.89,9
duane ludwig,5.83,170,70,41,4.61,0.44,3.04,0.57,0.43,0.25,0.59,0.1,0.67,43
dalcha lungiambula,5.67,205,76,32,2.99,0.74,1.22,0.56,5.61,0.66,0.0,0.0,0.91,11
vicente luque,5.92,170,75,27,5.19,0.55,4.72,0.53,0.95,0.5,0.64,1.1,0.71,24
travis lutter,5.92,185,75,46,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7,0.62,16
zhenhong lv,5.67,145,67,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,24
chris lytle,5.92,170,68,45,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,0.57,54
dong hyun ma,5.92,155,70,31,3.25,0.43,4.53,0.53,1.55,0.53,0.37,0.0,0.55,29
william patolino,5.92,170,75,28,4.92,0.54,3.96,0.65,1.85,0.45,0.78,0.0,0.73,11
jason macdonald,6.25,185,80,44,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0,0.62,42
rob macdonald,6.25,205,78,41,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4,0.56,9
rory macdonald,6.0,170,76,30,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4,0.82,22
ryan macdonald,5.92,135,71,26,2.28,0.29,6.49,0.45,0.0,0.0,0.0,0.0,0.83,12
veronica macedo,5.33,125,64,23,1.9,0.45,3.61,0.38,0.8,1.0,0.46,0.8,0.6,10
lyoto machida,6.08,185,74,41,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,0.75,32
reza madadi,5.92,155,72,41,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5,0.7,20
don madge,6.0,155,72,28,2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7,0.69,13
jon madsen,6.0,240,72,39,2.46,0.41,1.18,0.81,1.32,0.71,0.7,0.0,0.88,8
mark madsen,5.67,155,72,35,18.33,0.75,0.0,1.0,12.5,0.5,0.0,0.0,1.0,9
yoshiro maeda,5.58,139,68,37,2.36,0.33,2.55,0.63,2.93,0.51,0.5,0.7,0.67,42
leonardo mafra,5.83,155,70,30,4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4,0.8,15
vinny magalhaes,6.25,205,79,35,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8,0.61,18
caio magalhaes,6.08,185,73,31,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6,0.75,12
bernardo magalhaes,5.75,155,65,38,1.8,0.27,3.37,0.68,0.0,0.0,0.0,0.5,0.79,14
angela magana,5.08,115,65,36,1.53,0.28,4.92,0.42,0.4,0.25,0.28,0.4,0.55,20
neil magny,6.25,170,80,32,3.86,0.46,2.22,0.56,2.62,0.46,0.6,0.3,0.72,29
rashid magomedov,5.75,155,70,34,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2,0.91,22
ruslan magomedov,6.25,242,78,32,4.02,0.47,1.47,0.66,0.33,1.0,0.88,0.0,0.93,15
zabit magomedsharipov,6.08,145,73,28,4.53,0.53,2.44,0.66,6.23,0.59,0.77,1.0,0.94,18
john maguire,5.75,155,69,36,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1,0.75,24
demian maia,6.08,170,72,41,1.71,0.42,1.92,0.64,2.58,0.25,0.65,1.0,0.75,36
jennifer maia,5.33,125,64,31,4.11,0.45,3.42,0.5,0.0,0.0,0.73,0.0,0.74,23
levan makashvili,5.67,145,68,30,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0.0,0.77,13
john makdessi,5.67,155,68,34,5.43,0.5,3.77,0.7,0.0,0.0,0.87,0.0,0.74,23
islam makhachev,5.83,155,70,27,2.1,0.56,0.76,0.72,3.4,0.68,0.93,0.8,0.95,19
zach makovsky,5.33,125,64,36,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3,0.7,27
fabio maldonado,6.08,205,75,39,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,0.71,31
bea malecki,5.75,135,74,28,2.72,0.26,6.01,0.6,0.0,0.0,0.4,4.3,1.0,3
nazareno malegarie,5.67,155,70,33,3.87,0.34,3.27,0.69,1.0,0.33,0.0,0.0,0.85,33
jon manley,6.08,170,75,33,1.13,0.2,4.33,0.45,1.0,0.07,0.2,0.0,0.7,10
jimi manuwa,6.08,205,79,39,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,0.74,23
cristiano marcello,5.75,155,72,41,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9,0.68,19
marcos mariano,6.08,155,76,33,0.25,0.27,2.11,0.43,0.0,0.0,0.28,0.0,0.5,12
enrique marin,5.83,170,74,33,1.43,0.33,3.0,0.5,2.5,0.38,0.6,1.0,0.69,13
ronny markes,6.08,185,75,31,2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5,0.82,17
rory markham,6.0,170,71,37,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0,0.73,22
randa markos,5.33,115,63,34,2.8,0.39,3.13,0.61,1.51,0.28,0.55,0.3,0.5,18
christina marks,5.58,125,69,33,5.0,0.58,3.0,0.64,7.5,1.0,0.0,0.0,0.47,17
nate marquardt,6.0,185,74,40,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,0.64,59
julian marquez,6.17,185,75,29,3.8,0.4,3.33,0.53,0.0,0.0,0.52,3.0,0.78,9
carmelo marrero,6.0,205,73,38,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9,0.74,19
eliot marshall,6.17,205,77,39,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,0.71,14
jack marshman,6.0,185,73,29,2.64,0.28,3.54,0.57,0.0,0.0,0.2,0.0,0.72,32
terry martin,5.67,185,71,39,2.68,0.41,3.26,0.53,3.01,0.4,0.92,0.0,0.71,31
anthony rocco martin,6.0,170,73,29,2.69,0.37,2.49,0.59,0.75,0.25,0.54,1.0,0.76,21
mallory martin,5.33,115,63,25,5.87,0.66,7.47,0.6,5.0,0.62,0.0,0.0,0.67,6
danny martinez,5.5,125,67,34,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0,0.72,25
henry martinez,5.58,155,68,36,2.79,0.25,4.01,0.6,0.0,0.0,0.8,0.0,0.75,12
jonathan martinez,5.67,135,70,25,3.42,0.48,2.8,0.61,0.68,0.5,0.33,0.0,0.85,13
adriano martins,5.83,155,72,36,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,0.76,37
lucas martins,6.0,145,72,30,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5,0.84,19
bristol marunde,6.08,170,71,37,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0,0.57,21
mike massenzio,6.17,185,73,36,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4,0.68,19
jameel massouh,5.83,145,72,35,1.91,0.54,2.62,0.55,0.67,0.15,0.5,0.7,0.74,35
tiffany masters,5.25,115,65,25,3.53,0.62,2.58,0.5,3.06,0.6,0.0,0.0,0.67,3
jorge masvidal,5.92,170,74,34,4.17,0.46,2.95,0.67,1.73,0.58,0.77,0.4,0.72,47
tateki matsuda,5.58,125,65,33,3.2,0.34,3.43,0.69,0.0,0.0,0.16,0.0,0.59,17
jake matthews,5.92,170,73,25,3.07,0.46,2.02,0.63,1.99,0.38,0.66,0.8,0.79,19
vladimir matyushenko,6.0,205,74,48,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,0.79,33
jack may,6.67,255,79,38,1.52,0.38,3.29,0.33,0.91,0.33,0.2,0.0,0.78,9
don'tale mayes,6.5,260,81,27,5.31,0.51,3.79,0.4,0.0,0.0,0.8,0.0,0.78,9
gray maynard,5.75,155,70,40,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,0.61,23
gina mazany,5.5,135,68,31,2.72,0.49,2.84,0.5,3.18,0.77,0.2,0.0,0.62,8
sabina mazo,5.58,125,70,22,5.73,0.54,2.97,0.69,2.0,1.0,0.88,0.0,0.88,8
michael mcbride,6.08,155,75,33,4.08,0.48,5.85,0.4,1.85,0.42,0.3,1.2,0.73,11
ian mccall,5.42,125,64,35,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0,0.68,19
molly mccann,5.33,125,62,29,6.49,0.49,4.95,0.68,2.59,0.33,0.4,0.9,0.83,12
charles mccarthy,5.83,185,71,39,0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7,0.67,15
sean mccorkle,6.58,265,81,43,0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2,0.87,15
kris mccray,6.0,170,76,38,2.69,0.45,2.57,0.54,2.88,0.55,0.38,0.0,0.67,9
tamdan mccrory,6.33,185,78,32,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,0.74,19
rob mccullough,5.75,155,69,42,2.47,0.36,2.84,0.59,0.46,1.0,0.68,0.0,0.7,27
justin mccully,6.08,225,73,43,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0,0.59,17
bubba mcdaniel,6.25,185,75,36,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4,0.72,29
michael mcdonald,5.75,135,70,28,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,0.81,21
drew mcfedries,6.0,185,72,41,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,0.62,16
court mcgee,5.92,170,75,34,4.86,0.35,3.8,0.61,1.71,0.21,0.63,0.4,0.69,29
conor mcgregor,5.75,155,74,31,5.27,0.48,4.43,0.55,0.75,0.62,0.7,0.0,0.84,25
tim mckenzie,6.0,185,74,37,1.37,0.54,2.96,0.44,0.0,0.0,0.28,2.1,0.62,21
cody mckenzie,6.0,155,72,31,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,0.78,18
terrance mckinney,5.92,145,74,25,1.17,0.5,0.59,0.66,4.4,0.33,0.0,0.0,0.88,8
garreth mclellan,6.08,185,72,37,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9,0.68,19
sara mcmann,5.5,135,66,39,2.37,0.44,2.06,0.47,4.67,0.64,0.66,0.5,0.69,16
james mcsweeney,6.33,230,77,39,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1,0.4,15
tim means,6.17,170,75,35,4.82,0.45,3.31,0.62,0.88,0.52,0.63,0.2,0.7,40
yancy medeiros,5.83,155,75,32,3.99,0.35,5.21,0.46,0.14,0.33,0.74,0.6,0.71,21
alton meeks,6.42,265,75,25,0.71,0.42,4.47,0.38,7.06,0.25,0.0,0.0,0.75,4
gerald meerschaert,6.08,185,77,31,2.73,0.42,3.25,0.52,2.56,0.41,0.46,1.8,0.71,41
jordan mein,6.0,170,73,30,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,0.72,43
brian melancon,5.67,170,72,37,4.18,0.49,3.64,0.64,2.02,1.0,0.66,0.0,0.7,10
gilbert melendez,5.75,145,73,37,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2,0.73,30
vanessa melo,5.42,135,65,31,4.53,0.27,8.33,0.62,0.0,0.0,0.0,0.0,0.6,15
antonio mendes,6.25,205,77,38,1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0,0.63,27
chad mendes,5.5,145,66,34,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3,0.78,23
augusto mendes,5.5,135,65,36,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0,0.75,8
eddie mendez,5.83,185,76,35,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0,0.7,10
pietro menga,5.58,125,68,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13
alonzo menifield,6.0,205,76,32,5.07,0.48,2.0,0.49,0.0,0.0,0.8,0.0,1.0,9
ivan menjivar,5.5,145,64,37,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0,0.68,37
joe merritt,6.0,170,73,35,1.53,0.58,0.73,0.66,0.0,0.0,0.68,0.0,0.86,7
jonathan meunier,6.25,170,75,32,3.47,0.5,1.43,0.69,0.58,0.33,0.58,0.0,0.89,9
yaotzin meza,5.75,145,74,38,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,0.66,32
david michaud,5.75,155,72,30,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7,0.8,10
zachary micklewright,6.0,155,74,43,5.56,0.53,4.72,0.54,0.7,0.12,1.0,0.0,0.79,14
bojan mihajlovic,5.92,205,73,39,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0,0.62,16
curtis millender,6.17,170,76,31,3.86,0.46,2.95,0.61,0.43,1.0,0.57,0.0,0.77,22
jason miller,6.08,185,72,38,1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3,0.77,44
dan miller,6.08,185,74,38,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,0.64,22
jim miller,5.67,155,71,36,2.78,0.4,2.89,0.59,1.77,0.42,0.47,2.0,0.7,44
cole miller,6.08,145,74,35,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8,0.66,32
che mills,6.08,170,76,37,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0,0.75,20
adam milstead,6.25,205,76,32,3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0,0.73,11
alberto mina,6.0,170,77,37,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0,0.93,14
darrick minner,5.58,145,70,29,6.85,0.54,2.01,0.54,0.0,0.0,0.0,0.0,0.71,31
stipe miocic,6.33,240,80,37,4.95,0.52,3.69,0.56,2.2,0.37,0.73,0.0,0.86,22
frank mir,6.25,264,79,40,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,0.62,29
mario miranda,6.25,185,74,40,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0.0,0.8,15
vitor miranda,6.08,185,77,40,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2,0.65,20
david mitchell,6.0,170,76,40,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,0.75,16
danny mitchell,6.17,170,74,33,2.53,0.49,2.53,0.52,0.0,0.0,1.0,3.0,0.67,21
matt mitrione,6.25,265,79,41,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,0.64,14
hiromitsu miura,5.75,170,71,38,2.12,0.34,2.12,0.58,2.23,0.5,0.69,0.6,0.6,15
takeya mizugaki,5.58,135,68,35,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1,0.62,34
roxanne modafferi,5.58,125,69,37,3.3,0.31,5.31,0.54,1.51,0.2,0.41,0.1,0.57,40
bobby moffett,5.83,145,73,29,3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4,0.74,19
nate mohr,5.75,155,72,36,3.79,0.41,2.5,0.74,0.45,0.5,0.71,0.0,0.56,16
thiago moises,5.75,155,70,24,2.96,0.45,3.38,0.57,1.22,0.36,0.68,1.5,0.75,16
ashkan mokhtarian,5.5,125,67,34,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0,0.81,16
suman mokhtarian,5.83,145,67,27,2.24,0.55,10.3,0.46,0.0,0.0,0.0,0.0,0.89,9
jeff monson,5.75,247,74,48,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7,0.77,56
darrell montague,5.5,125,67,31,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4,0.72,18
augusto montano,6.08,170,73,34,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0,0.83,18
erick montano,6.0,170,73,33,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0.0,0.62,13
nicco montano,5.42,135,65,30,5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4,0.62,8
steve montgomery,6.33,185,75,28,4.85,0.39,4.12,0.47,0.0,0.0,0.64,0.0,0.67,12
james moontasri,5.83,170,71,31,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2,0.64,14
todd moore,5.75,170,71,35,1.83,0.26,2.3,0.57,0.78,0.14,0.54,0.0,0.74,19
sergio moraes,6.0,170,72,37,2.38,0.42,3.43,0.62,1.22,0.4,0.75,0.5,0.67,21
marlon moraes,5.5,135,67,31,3.41,0.38,3.63,0.58,0.3,0.16,0.66,0.6,0.76,29
